"D23.9","Benign neoplasm, skin, unspecified",,,"-","Tidak Menular"
"D24","Benign neoplasm of breast",,,"-","Tidak Menular"
"D25","Leiomyoma of uterus",,,"-","Tidak Menular"
"D25.0","Submucous leiomyoma of uterus",,,"-","Tidak Menular"
"D25.1","Intramural leiomyoma of uterus",,,"-","Tidak Menular"
"D25.2","Subserosal leiomyoma of uterus",,,"-","Tidak Menular"
"D25.9","Leiomyoma of uterus, unspecified",,,"-","Tidak Menular"
"D26","Other benign neoplasms of uterus",,,"-","Tidak Menular"
"D26.0","Benign neoplasm, cervix uteri",,,"-","Tidak Menular"
"D26.1","Benign neoplasm, corpus uteri",,,"-","Tidak Menular"
"D26.7","Benign neoplasm, other parts of uterus",,,"-","Tidak Menular"
"D26.9","Benign neoplasm, uterus, unspecified",,,"-","Tidak Menular"
"D27","Benign neoplasm of ovary",,,"-","Tidak Menular"
"D28","Benign neoplasm of other and unspecified female genital organs",,,"-","Tidak Menular"
"D28.0","Benign neoplasm, vulva",,,"-","Tidak Menular"
"D28.1","Benign neoplasm, vagina",,,"-","Tidak Menular"
"D28.2","Benign neoplasm, uterine tubes and ligaments",,,"-","Tidak Menular"
"D28.7","Benign neoplasm, other specified female genital organs",,,"-","Tidak Menular"
"D28.9","Benign neoplasm, female genital organ, unspecified",,,"-","Tidak Menular"
"D29","Benign neoplasm of male genital organs",,,"-","Tidak Menular"
"D29.0","Benign neoplasm, penis",,,"-","Tidak Menular"
"D29.1","Benign neoplasm, prostate",,,"-","Tidak Menular"
"D29.2","Benign neoplasm, testis",,,"-","Tidak Menular"
"D29.3","Benign neoplasm, epididymis",,,"-","Tidak Menular"
"D29.4","Benign neoplasm, scrotum",,,"-","Tidak Menular"
"D29.7","Benign neoplasm, other male genital organs",,,"-","Tidak Menular"
"D29.9","Benign neoplasm, male genital organ, unspecified",,,"-","Tidak Menular"
"D30","Benign neoplasm of urinary organs",,,"-","Tidak Menular"
"D30.0","Benign neoplasm, kidney",,,"-","Tidak Menular"
"D30.1","Benign neoplasm, renal pelvis",,,"-","Tidak Menular"
"D30.2","Benign neoplasm, ureter",,,"-","Tidak Menular"
"D30.3","Benign neoplasm, bladder",,,"-","Tidak Menular"
"D30.4","Benign neoplasm, urethra",,,"-","Tidak Menular"
"D30.7","Benign neoplasm, other urinary organs",,,"-","Tidak Menular"
"D30.9","Benign neoplasm, urinary organ, unspecified",,,"-","Tidak Menular"
"D31","Benign neoplasm of eye and adnexa",,,"-","Tidak Menular"
"D31.0","Benign neoplasm, conjunctiva",,,"-","Tidak Menular"
"D31.1","Benign neoplasm, cornea",,,"-","Tidak Menular"
"D31.2","Benign neoplasm, retina",,,"-","Tidak Menular"
"D31.3","Benign neoplasm, choroid",,,"-","Tidak Menular"
"D31.4","Benign neoplasm, ciliary body",,,"-","Tidak Menular"
"D31.5","Benign neoplasm, lacrimal gland and duct",,,"-","Tidak Menular"
"D31.6","Benign neoplasm, orbit, unspecified",,,"-","Tidak Menular"
"D31.9","Benign neoplasm, eye, unspecified",,,"-","Tidak Menular"
"D32","Benign neoplasm of meninges",,,"-","Tidak Menular"
"D32.0","Benign neoplasm, cerebral meninges",,,"-","Tidak Menular"
"D32.1","Benign neoplasm, spinal meninges",,,"-","Tidak Menular"
"D32.9","Benign neoplasm, meninges, unspecified",,,"-","Tidak Menular"
"D33","Benign neoplasm of brain and other parts of central nervous system",,,"-","Tidak Menular"
"D33.0","Benign neoplasm, brain, supratentorial",,,"-","Tidak Menular"
"D33.1","Benign neoplasm, brain, infratentorial",,,"-","Tidak Menular"
"D33.2","Benign neoplasm, brain, unspecified",,,"-","Tidak Menular"
"D33.3","Benign neoplasm, cranial nerves",,,"-","Tidak Menular"
"D33.4","Benign neoplasm, spinal cord",,,"-","Tidak Menular"
"D33.7","Benign neoplasm, other specified parts of central nervous system",,,"-","Tidak Menular"
"D33.9","Benign neoplasm, central nervous system, unspecified",,,"-","Tidak Menular"
"D34","Benign neoplasm of thyroid gland",,,"-","Tidak Menular"
"D35","Benign neoplasm of other and unspecified endocrine glands",,,"-","Tidak Menular"
"D35.0","Benign neoplasm, adrenal gland",,,"-","Tidak Menular"
"D35.1","Benign neoplasm, parathyroid gland",,,"-","Tidak Menular"
"D35.2","Benign neoplasm, pituitary gland",,,"-","Tidak Menular"
"D35.3","Benign neoplasm, craniopharyngeal duct",,,"-","Tidak Menular"
"D35.4","Benign neoplasm, pineal gland",,,"-","Tidak Menular"
"D35.5","Benign neoplasm, carotid body",,,"-","Tidak Menular"
"D35.6","Benign neoplasm, aortic body and other paraganglia",,,"-","Tidak Menular"
"D35.7","Benign neoplasm, other specified endocrine glands",,,"-","Tidak Menular"
"D35.8","Benign neoplasm, pluriglandular involvement",,,"-","Tidak Menular"
"D35.9","Benign neoplasm, endocrine gland, unspecified",,,"-","Tidak Menular"
"D36","Benign neoplasm of other and unspecified sites",,,"-","Tidak Menular"
"D36.0","Benign neoplasm, lymph nodes",,,"-","Tidak Menular"
"D36.1","Benign neoplasm, peripheral nerves and autonomic nervous system",,,"-","Tidak Menular"
"D36.7","Benign neoplasm, other specified sites",,,"-","Tidak Menular"
"D36.9","Benign neoplasm of unspecified site",,,"-","Tidak Menular"
"D37","Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs",,,"-","Tidak Menular"
"D37.0","Neoplasm of uncertain or unknown behaviour of lip, oral cavity and pharynx",,,"-","Tidak Menular"
"D37.1","Neoplasm of uncertain or unknown behaviour of stomach",,,"-","Tidak Menular"
"D37.2","Neoplasm of uncertain or unknown behaviour of small intestine",,,"-","Tidak Menular"
"D37.3","Neoplasm of uncertain or unknown behaviour of appendix",,,"-","Tidak Menular"
"D37.4","Neoplasm of uncertain or unknown behaviour of colon",,,"-","Tidak Menular"
"D37.5","Neoplasm of uncertain or unknown behaviour of rectum",,,"-","Tidak Menular"
"D37.6","Neoplasm of uncertain or unknown behaviour of liver, gallbladder and bile ducts",,,"-","Tidak Menular"
"D37.7","Neoplasm of uncertain or unknown behaviour of other digestive organs",,,"-","Tidak Menular"
"D37.9","Neoplasm of uncertain or unknown behaviour of digestive organ, unspecified",,,"-","Tidak Menular"
"D38","Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs",,,"-","Tidak Menular"
"D38.0","Neoplasm of uncertain or unknown behaviour of larynx",,,"-","Tidak Menular"
"D38.1","Neoplasm of uncertain or unknown behaviour of trachea, bronchus and lung",,,"-","Tidak Menular"
"D38.2","Neoplasm of uncertain or unknown behaviour of pleura",,,"-","Tidak Menular"
"D38.3","Neoplasm of uncertain or unknown behaviour of mediastinum",,,"-","Tidak Menular"
"D38.4","Neoplasm of uncertain or unknown behaviour of thymus",,,"-","Tidak Menular"
"D38.5","Neoplasm of uncertain or unknown behaviour of other respiratory organs",,,"-","Tidak Menular"
"D38.6","Neoplasm of uncertain or unknown behaviour of respiratory organ, unspecified",,,"-","Tidak Menular"
"D39","Neoplasm of uncertain or unknown behaviour of female genital organs",,,"-","Tidak Menular"
"D39.0","Neoplasm of uncertain or unknown behaviour of uterus",,,"-","Tidak Menular"
"D39.1","Neoplasm of uncertain or unknown behaviour of ovary",,,"-","Tidak Menular"
"D39.2","Neoplasm of uncertain or unknown behaviour of placenta",,,"-","Tidak Menular"
"D39.7","Neoplasm of uncertain or unknown behaviour of other female genital organs",,,"-","Tidak Menular"
"D39.9","Neoplasm of uncertain or unknown behaviour of female genital organ, unspecified",,,"-","Tidak Menular"
"D40","Neoplasm of uncertain or unknown behaviour of male genital organs",,,"-","Tidak Menular"
"D40.0","Neoplasm of uncertain or unknown behaviour of prostate",,,"-","Tidak Menular"
"D40.1","Neoplasm of uncertain or unknown behaviour of testis",,,"-","Tidak Menular"
"D40.7","Neoplasm of uncertain or unknown behaviour of other male genital organs",,,"-","Tidak Menular"
"D40.9","Neoplasm of uncertain or unknown behaviour of male genital organ, unspecified",,,"-","Tidak Menular"
"D41","Neoplasm of uncertain or unknown behaviour of urinary organs",,,"-","Tidak Menular"
"D41.0","Neoplasm of uncertain or unknown behaviour of kidney",,,"-","Tidak Menular"
"D41.1","Neoplasm of uncertain or unknown behaviour of renal pelvis",,,"-","Tidak Menular"
"D41.2","Neoplasm of uncertain or unknown behaviour of ureter",,,"-","Tidak Menular"
"D41.3","Neoplasm of uncertain or unknown behaviour of urethra",,,"-","Tidak Menular"
"D41.4","Neoplasm of uncertain or unknown behaviour of bladder",,,"-","Tidak Menular"
"D41.7","Neoplasm of uncertain or unknown behaviour of other urinary organs",,,"-","Tidak Menular"
"D41.9","Neoplasm of uncertain or unknown behaviour of urinary organ, unspecified",,,"-","Tidak Menular"
"D42","Neoplasm of uncertain or unknown behaviour of meninges",,,"-","Tidak Menular"
"D42.0","Neoplasm of uncertain or unknown behaviour of cerebral meninges",,,"-","Tidak Menular"
"D42.1","Neoplasm of uncertain or unknown behaviour of spinal meninges",,,"-","Tidak Menular"
"D42.9","Neoplasm of uncertain or unknown behaviour of meninges, unspecified",,,"-","Tidak Menular"
"D43","Neoplasm of uncertain or unknown behaviour of brain and central nervous system",,,"-","Tidak Menular"
"D43.0","Neoplasm of uncertain or unknown behaviour of brain, supratentorial",,,"-","Tidak Menular"
"D43.1","Neoplasm of uncertain or unknown behaviour of brain, infratentorial",,,"-","Tidak Menular"
"D43.2","Neoplasm of uncertain or unknown behaviour of brain, unspecified",,,"-","Tidak Menular"
"D43.3","Neoplasm of uncertain or unknown behaviour of cranial nerves",,,"-","Tidak Menular"
"D43.4","Neoplasm of uncertain or unknown behaviour of spinal cord",,,"-","Tidak Menular"
"D43.7","Neoplasm of uncertain or unknown behaviour of other parts of central nervous system",,,"-","Tidak Menular"
"D43.9","Neoplasm of uncertain or unknown behaviour of central nervous system, unspecified",,,"-","Tidak Menular"
"D44","Neoplasm of uncertain or unknown behaviour of endocrine glands",,,"-","Tidak Menular"
"D44.0","Neoplasm of uncertain or unknown behaviour of thyroid gland",,,"-","Tidak Menular"
"D44.1","Neoplasm of uncertain or unknown behaviour of adrenal gland",,,"-","Tidak Menular"
"D44.2","Neoplasm of uncertain or unknown behaviour of parathyroid gland",,,"-","Tidak Menular"
"D44.3","Neoplasm of uncertain or unknown behaviour of pituitary gland",,,"-","Tidak Menular"
"D44.4","Neoplasm of uncertain or unknown behaviour of craniopharyngeal duct",,,"-","Tidak Menular"
"D44.5","Neoplasm of uncertain or unknown behaviour of pineal gland",,,"-","Tidak Menular"
"D44.6","Neoplasm of uncertain or unknown behaviour of carotid body",,,"-","Tidak Menular"
"D44.7","Neoplasm of uncertain or unknown behaviour of aortic body and other paraganglia",,,"-","Tidak Menular"
"D44.8","Neoplasm of uncertain or unknown behaviour of pluriglandular involvement",,,"-","Tidak Menular"
"D44.9","Neoplasm of uncertain or unknown behaviour of endocrine gland, unspecified",,,"-","Tidak Menular"
"D45","Polycythaemia vera",,,"-","Tidak Menular"
"D46","Myelodysplastic syndromes",,,"-","Tidak Menular"
"D46.0","Refractory anaemia without sideroblasts, so stated",,,"-","Tidak Menular"
"D46.1","Refractory anaemia with sideroblasts",,,"-","Tidak Menular"
"D46.2","Refractory anaemia with excess of blasts",,,"-","Tidak Menular"
"D46.3","Refractory anaemia with excess of blasts with transformation",,,"-","Tidak Menular"
"D46.4","Refractory anaemia, unspecified",,,"-","Tidak Menular"
"D46.5","Refractory anaemia with multi-lineage dysplasia",,,"-","Tidak Menular"
"D46.6","Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality",,,"-","Tidak Menular"
"D46.7","Other myelodysplastic syndromes",,,"-","Tidak Menular"
"D46.9","Myelodysplastic syndrome, unspecified",,,"-","Tidak Menular"
"D47","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",,,"-","Tidak Menular"
"D47.0","Histiocytic and mast cell tumours uncertain and unknown behaviour",,,"-","Tidak Menular"
"D47.1","Chronic myeloproliferative disease",,,"-","Tidak Menular"
"D47.2","Monoclonal gammopathy",,,"-","Tidak Menular"
"D47.3","Essential (haemorrhagic) thrombocythaemia",,,"-","Tidak Menular"
"D47.4","Osteomyelofibrosis",,,"-","Tidak Menular"
"D47.5","Chronic eosinophilic leukaemia [hypereosinophilic syndrome]",,,"-","Tidak Menular"
"D47.7","Other specified neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related ",,,"-","Tidak Menular"
"D47.9","Neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecif",,,"-","Tidak Menular"
"D48","Neoplasm of uncertain or unknown behaviour of other and unspecified sites",,,"-","Tidak Menular"
"D48.0","Neoplasms of uncertain or unknown behaviour of bone and articular cartilage",,,"-","Tidak Menular"
"D48.1","Neoplasms of uncertain or unknown behaviour of connective and other soft tissue",,,"-","Tidak Menular"
"D48.2","Neoplasms of uncertain or unknown behaviour of peripheral nerves and autonomic nervous system",,,"-","Tidak Menular"
"D48.3","Neoplasms of uncertain or unknown behaviour of retroperitoneum",,,"-","Tidak Menular"
"D48.4","Neoplasms of uncertain or unknown behaviour of peritoneum",,,"-","Tidak Menular"
"D48.5","Neoplasms of uncertain or unknown behaviour of skin",,,"-","Tidak Menular"
"D48.6","Neoplasms of uncertain or unknown behaviour of breast",,,"-","Tidak Menular"
"D48.7","Neoplasms of uncertain or unknown behaviour of other specified sites",,,"-","Tidak Menular"
"D48.9","Neoplasm of uncertain or unknown behaviour, unspecified",,,"-","Tidak Menular"
"D50","Iron deficiency anaemia",,,"-","Tidak Menular"
"D50.0","Iron deficiency anaemia secondary to blood loss (chronic)",,,"-","Tidak Menular"
"D50.1","Sideropenic dysphagia",,,"-","Tidak Menular"
"D50.8","Other iron deficiency anaemias",,,"-","Tidak Menular"
"D50.9","Iron deficiency anaemia, unspecified",,,"-","Tidak Menular"
"D51","Vitamin B12 deficiency anaemia",,,"-","Tidak Menular"
"D51.0","Vitamin b12 defic anaemia due to intrinsic factor deficiency",,,"-","Tidak Menular"
"D51.1","Vit b12 def anaem select vit b12 malabsorp with proteinuria",,,"-","Tidak Menular"
"D51.2","Transcobalamin ii deficiency",,,"-","Tidak Menular"
"D51.3","Other dietary vitamin b12 deficiency anaemia",,,"-","Tidak Menular"
"D51.8","Other vitamin b12 deficiency anaemias",,,"-","Tidak Menular"
"D51.9","Vitamin b12 deficiency anaemia, unspecified",,,"-","Tidak Menular"
"D52","Folate deficiency anaemia",,,"-","Tidak Menular"
"D52.0","Dietary folate deficiency anaemia",,,"-","Tidak Menular"
"D52.1","Drug-induced folate deficiency anaemia",,,"-","Tidak Menular"
"D52.8","Other folate deficiency anaemias",,,"-","Tidak Menular"
"D52.9","Folate deficiency anaemia, unspecified",,,"-","Tidak Menular"
"D53","Other nutritional anaemias",,,"-","Tidak Menular"
"D53.0","Protein deficiency anaemia",,,"-","Tidak Menular"
"D53.1","Other megaloblastic anaemias, not elsewhere classified",,,"-","Tidak Menular"
"D53.2","Scorbutic anaemia",,,"-","Tidak Menular"
"D53.8","Other specified nutritional anaemias",,,"-","Tidak Menular"
"D53.9","Nutritional anaemia, unspecified",,,"-","Tidak Menular"
"D55","Anaemia due to enzyme disorders",,,"-","Tidak Menular"
"D55.0","Anaemia due to glucose-6-phosphate dehydrogenase deficiency",,,"-","Tidak Menular"
"D55.1","Anaemia due to other disorders of glutathione metabolism",,,"-","Tidak Menular"
"D55.2","Anaemia due to disorders of glycolytic enzymes",,,"-","Tidak Menular"
"D55.3","Anaemia due to disorders of nucleotide metabolism",,,"-","Tidak Menular"
"D55.8","Other anaemias due to enzyme disorders",,,"-","Tidak Menular"
"D55.9","Anaemia due to enzyme disorder, unspecified",,,"-","Tidak Menular"
"D56","Thalassaemia",,,"-","Tidak Menular"
"D56.0","Alpha thalassaemia",,,"-","Tidak Menular"
"D56.1","Beta thalassaemia",,,"-","Tidak Menular"
"D56.2","Delta-beta thalassaemia",,,"-","Tidak Menular"
"D56.3","Thalassaemia trait",,,"-","Tidak Menular"
"D56.4","Hereditary persistence of fetal haemoglobin [hpfh]",,,"-","Tidak Menular"
"D56.8","Other thalassaemias",,,"-","Tidak Menular"
"D56.9","Thalassaemia, unspecified",,,"-","Tidak Menular"
"D57","Sickle-cell disorders",,,"-","Tidak Menular"
"D57.0","Sickle-cell anaemia with crisis",,,"-","Tidak Menular"
"D57.1","Sickle-cell anaemia without crisis",,,"-","Tidak Menular"
"D57.2","Double heterozygous sickling disorders",,,"-","Tidak Menular"
"D57.3","Sickle-cell trait",,,"-","Tidak Menular"
"D57.8","Other sickle-cell disorders",,,"-","Tidak Menular"
"D58","Other hereditary haemolytic anaemias",,,"-","Tidak Menular"
"D58.0","Hereditary spherocytosis",,,"-","Tidak Menular"
"D58.1","Hereditary elliptocytosis",,,"-","Tidak Menular"
"D58.2","Other haemoglobinopathies",,,"-","Tidak Menular"
"D58.8","Other specified hereditary haemolytic anaemias",,,"-","Tidak Menular"
"D58.9","Hereditary haemolytic anaemia, unspecified",,,"-","Tidak Menular"
"D59","Acquired haemolytic anaemia",,,"-","Tidak Menular"
"D59.0","Drug-induced autoimmune haemolytic anaemia",,,"-","Tidak Menular"
"D59.1","Other autoimmune haemolytic anaemias",,,"-","Tidak Menular"
"D59.2","Drug-induced nonautoimmune haemolytic anaemia",,,"-","Tidak Menular"
"D59.3","Haemolytic-uraemic syndrome",,,"-","Tidak Menular"
"D59.4","Other nonautoimmune haemolytic anaemias",,,"-","Tidak Menular"
"D59.5","Paroxysmal nocturnal haemoglobinuria [marchiafava-micheli]",,,"-","Tidak Menular"
"D59.6","Haemoglobinuria due to haemolysis from other external causes",,,"-","Tidak Menular"
"D59.8","Other acquired haemolytic anaemias",,,"-","Tidak Menular"
"D59.9","Acquired haemolytic anaemia, unspecified",,,"-","Tidak Menular"
"D60","Acquired pure red cell aplasia [erythroblastopenia]",,,"-","Tidak Menular"
"D60.0","Chronic acquired pure red cell aplasia",,,"-","Tidak Menular"
"D60.1","Transient acquired pure red cell aplasia",,,"-","Tidak Menular"
"D60.8","Other acquired pure red cell aplasias",,,"-","Tidak Menular"
"D60.9","Acquired pure red cell aplasia, unspecified",,,"-","Tidak Menular"
"D61","Other aplastic anaemias",,,"-","Tidak Menular"
"D61.0","Constitutional aplastic anaemia",,,"-","Tidak Menular"
"D61.1","Drug-induced aplastic anaemia",,,"-","Tidak Menular"
"D61.2","Aplastic anaemia due to other external agents",,,"-","Tidak Menular"
"D61.3","Idiopathic aplastic anaemia",,,"-","Tidak Menular"
"D61.8","Other specified aplastic anaemias",,,"-","Tidak Menular"
"D61.9","Aplastic anaemia, unspecified",,,"-","Tidak Menular"
"D62","Acute posthaemorrhagic anaemia",,,"-","Tidak Menular"
"D63","Anaemia in chronic diseases classified elsewhere",,,"-","Tidak Menular"
"D63.0","Anaemia in neoplastic disease",,,"-","Tidak Menular"
"D63.8","Anaemia in other chronic diseases classified elsewhere",,,"-","Tidak Menular"
"D64","Other anaemias",,,"-","Tidak Menular"
"D64.0","Hereditary sideroblastic anaemia",,,"-","Tidak Menular"
"D64.1","Secondary sideroblastic anaemia due to disease",,,"-","Tidak Menular"
"D64.2","Secondary sideroblastic anaemia due to drugs and toxins",,,"-","Tidak Menular"
"D64.3","Other sideroblastic anaemias",,,"-","Tidak Menular"
"D64.4","Congenital dyserythropoietic anaemia",,,"-","Tidak Menular"
"D64.8","Other specified anaemias",,,"-","Tidak Menular"
"D64.9","Anaemia, unspecified",,,"-","Tidak Menular"
"D65","Dissem intravascular coagulation [defibrination syndrome]",,,"-","Tidak Menular"
"D66","Hereditary factor viii deficiency",,,"-","Tidak Menular"
"D67","Hereditary factor ix deficiency",,,"-","Tidak Menular"
"D68","Other coagulation defects",,,"-","Tidak Menular"
"D68.0","Von willebrand\'s disease",,,"-","Tidak Menular"
"D68.1","Hereditary factor xi deficiency",,,"-","Tidak Menular"
"D68.2","Hereditary deficiency of other clotting factors",,,"-","Tidak Menular"
"D68.3","Haemorrhagic disorder due to circulating anticoagulants",,,"-","Tidak Menular"
"D68.4","Acquired coagulation factor deficiency",,,"-","Tidak Menular"
"D68.5","Primary Thrombophilia",,,"-","Tidak Menular"
"D68.6","Other Thrombophilia",,,"-","Tidak Menular"
"D68.8","Other specified coagulation defects",,,"-","Tidak Menular"
"D68.9","Coagulation defect, unspecified",,,"-","Tidak Menular"
"D69","Purpura and other haemorrhagic conditions",,,"-","Tidak Menular"
"D69.0","Allergic purpura",,,"-","Tidak Menular"
"D69.1","Qualitative platelet defects",,,"-","Tidak Menular"
"D69.2","Other nonthrombocytopenic purpura",,,"-","Tidak Menular"
"D69.3","Idiopathic thrombocytopenic purpura",,,"-","Tidak Menular"
"D69.4","Other primary thrombocytopenia",,,"-","Tidak Menular"
"D69.5","Secondary thrombocytopenia",,,"-","Tidak Menular"
"D69.6","Thrombocytopenia, unspecified",,,"-","Tidak Menular"
"D69.8","Other specified haemorrhagic conditions",,,"-","Tidak Menular"
"D69.9","Haemorrhagic condition, unspecified",,,"-","Tidak Menular"
"D70","Agranulocytosis",,,"-","Tidak Menular"
"D71","Functional disorders of polymorphonuclear neutrophils",,,"-","Tidak Menular"
"D72","Other disorders of white blood cells",,,"-","Tidak Menular"
"D72.0","Genetic anomalies of leukocytes",,,"-","Tidak Menular"
"D72.1","Eosinophilia",,,"-","Tidak Menular"
"D72.8","Other specified disorders of white blood cells",,,"-","Tidak Menular"
"D72.9","Disorder of white blood cells, unspecified",,,"-","Tidak Menular"
"D73","Diseases of spleen",,,"-","Tidak Menular"
"D73.0","Hyposplenism",,,"-","Tidak Menular"
"D73.1","Hypersplenism",,,"-","Tidak Menular"
"D73.2","Chronic congestive splenomegaly",,,"-","Tidak Menular"
"D73.3","Abscess of spleen",,,"-","Tidak Menular"
"D73.4","Cyst of spleen",,,"-","Tidak Menular"
"D73.5","Infarction of spleen",,,"-","Tidak Menular"
"D73.8","Other diseases of spleen",,,"-","Tidak Menular"
"D73.9","Disease of spleen, unspecified",,,"-","Tidak Menular"
"D74","Methaemoglobinaemia",,,"-","Tidak Menular"
"D74.0","Congenital methaemoglobinaemia",,,"-","Tidak Menular"
"D74.8","Other methaemoglobinaemias",,,"-","Tidak Menular"
"D74.9","Methaemoglobinaemia, unspecified",,,"-","Tidak Menular"
"D75","Other diseases of blood and blood-forming organs",,,"-","Tidak Menular"
"D75.0","Familial erythrocytosis",,,"-","Tidak Menular"
"D75.1","Secondary polycythaemia",,,"-","Tidak Menular"
"D75.2","Essential thrombocytosis",,,"-","Tidak Menular"
"D75.8","Other specified diseases of blood and blood-forming organs",,,"-","Tidak Menular"
"D75.9","Disease of blood and blood-forming organs, unspecified",,,"-","Tidak Menular"
"D76","Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue",,,"-","Tidak Menular"
"D76.0","Langerhans\' cell histiocytosis, not elsewhere classified",,,"-","Tidak Menular"
"D76.1","Haemophagocytic lymphohistiocytosis",,,"-","Tidak Menular"
"D76.2","Haemophagocytic syndrome, infection-associated",,,"-","Tidak Menular"
"D76.3","Other histiocytosis syndromes",,,"-","Tidak Menular"
"D77","Other disorders of blood and blood-forming organs in dis ce",,,"-","Tidak Menular"
"D80","Immunodeficiency with predominantly antibody defects",,,"-","Tidak Menular"
"D80.0","Hereditary hypogammaglobulinaemia",,,"-","Tidak Menular"
"D80.1","Nonfamilial hypogammaglobulinaemia",,,"-","Tidak Menular"
"D80.2","Selective deficiency of immunoglobulin a [iga]",,,"-","Tidak Menular"
"D80.3","Selective deficiency of immunoglobulin g [igg] subclasses",,,"-","Tidak Menular"
"D80.4","Selective deficiency of immunoglobulin m [igm]",,,"-","Tidak Menular"
"D80.5","Immunodeficiency with increased immunoglobulin m [igm]",,,"-","Tidak Menular"
"D80.6","Antibod def with near-norm imunoglobhyperimmunoglobulinaemia",,,"-","Tidak Menular"
"D80.7","Transient hypogammaglobulinaemia of infancy",,,"-","Tidak Menular"
"D80.8","Other immunodeficiencies with predominantly antibody defects",,,"-","Tidak Menular"
"D80.9","Immunodeficiency with predominantly antibody defects, unspec act",,,"-","Tidak Menular"
"D81","Combined immunodeficiencies",,,"-","Tidak Menular"
"D81.0","Severe combined immunodeficiency with reticular dysgenesis",,,"-","Tidak Menular"
"D81.1","Severe combined immunodef with low t- and b-cell numbers",,,"-","Tidak Menular"
"D81.2","Severe combined immunodef with low or normal b-cell numbers",,,"-","Tidak Menular"
"D81.3","Adenosine deaminase [ada] deficiency",,,"-","Tidak Menular"
"D81.4","Nezelof\'s syndrome",,,"-","Tidak Menular"
"D81.5","Purine nucleoside phosphorylase [pnp] deficiency",,,"-","Tidak Menular"
"D81.6","Major histocompatibility complex class i deficiency",,,"-","Tidak Menular"
"D81.7","Major histocompatibility complex class ii deficiency",,,"-","Tidak Menular"
"D81.8","Other combined immunodeficiencies",,,"-","Tidak Menular"
"D81.9","Combined immunodeficiency, unspecified",,,"-","Tidak Menular"
"D82","Immunodeficiency associated with other major defects",,,"-","Tidak Menular"
"D82.0","Wiskott-aldrich syndrome",,,"-","Tidak Menular"
"D82.1","Di george\'s syndrome",,,"-","Tidak Menular"
"D82.2","Immunodeficiency with short-limbed stature",,,"-","Tidak Menular"
"D82.3","Immunodef follow hereditary defect respon epstein-barr virus",,,"-","Tidak Menular"
"D82.4","Hyperimmunoglobulin e [ige] syndrome",,,"-","Tidak Menular"
"D82.8","Immunodeficiency assoc with other specified major defects",,,"-","Tidak Menular"
"D82.9","Immunodeficiency associated with major defect, unspecified",,,"-","Tidak Menular"
"D83","Common variable immunodeficiency",,,"-","Tidak Menular"
"D83.0","Com var immunodef with predom abn b-cell numb and function",,,"-","Tidak Menular"
"D83.1","Common var immunodef predom immunoregulatory t-cell disorder",,,"-","Tidak Menular"
"D83.2","Common variable immunodef autoantibodies to b- or t-cells",,,"-","Tidak Menular"
"D83.8","Other common variable immunodeficiencies",,,"-","Tidak Menular"
"D83.9","Common variable immunodeficiency, unspecified",,,"-","Tidak Menular"
"D84","Other immunodeficiencies",,,"-","Tidak Menular"
"D84.0","Lymphocyte function antigen-1 [lfa-1] defect",,,"-","Tidak Menular"
"D84.1","Defects in the complement system",,,"-","Tidak Menular"
"D84.8","Other specified immunodeficiencies",,,"-","Tidak Menular"
"D84.9","Immunodeficiency, unspecified",,,"-","Tidak Menular"
"D86","Sarcoidosis",,,"-","Tidak Menular"
"D86.0","Sarcoidosis of lung",,,"-","Tidak Menular"
"D86.1","Sarcoidosis of lymph nodes",,,"-","Tidak Menular"
"D86.2","Sarcoidosis of lung with sarcoidosis of lymph nodes",,,"-","Tidak Menular"
"D86.3","Sarcoidosis of skin",,,"-","Tidak Menular"
"D86.8","Sarcoidosis of other and combined sites",,,"-","Tidak Menular"
"D86.9","Sarcoidosis, unspecified",,,"-","Tidak Menular"
"D89","Other disorders involving the immune mechanism, not elsewhere classified",,,"-","Tidak Menular"
"D89.0","Polyclonal hypergammaglobulinaemia",,,"-","Tidak Menular"
"D89.1","Cryoglobulinaemia",,,"-","Tidak Menular"
"D89.2","Hypergammaglobulinaemia, unspecified",,,"-","Tidak Menular"
"D89.3","Immune reconstitution syndrome",,,"-","Tidak Menular"
"D89.8","Oth specified disorders involving the immune mechanism nec",,,"-","Tidak Menular"
"D89.9","Disorder involving the immune mechanism, unspecified",,,"-","Tidak Menular"
"E00","Congenital iodine-deficiency syndrome",,,"-","Tidak Menular"
"E00.0","Congenital iodine-deficiency syndrome, neurological type",,,"-","Tidak Menular"
"E00.1","Congenital iodine-deficiency syndrome, myxoedematous type",,,"-","Tidak Menular"
"E00.2","Congenital iodine-deficiency syndrome, mixed type",,,"-","Tidak Menular"
"E00.9","Congenital iodine-deficiency syndrome, unspecified",,,"-","Tidak Menular"
"E01","Iodine-deficiency-related thyroid disorders and allied conditions",,,"-","Tidak Menular"
